ontology ID	label	alternative label (LinkML:slot_name)	Notes	CURRENT CURATOR (TEMP)	REVIEW STATUS	Reported	LinkML:class_name	CATEGORY (TEMP)	term tracker item	entity type	created	parent class ID	parent class label	equivalence axiom	definition	definition source	user interface definition	comment	example of usage	contributor	curation status	editor note	see also	skos:exactMatch	skos:broadMatch	skos:narrowMatch	skos:relatedMatch
GENEPIO:0102043	diagnostic gene symbol 3		Rhiannon: I think we should make these instances and/or harmonize to the parent class.	Charlie			Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	ICE > symbol (is about genomic region / gene)		GENEPIO:0102041	2026-04-13T17:18:02.461Z	GENEPIO:0102041	diagnostic gene symbol				PCDS: The gene symbol used in the diagnostic RT-PCR test.	PCDS: Select a gene name value from the pick list provided.	PCDS: gyrase A		metadata incomplete	(2026-04-07): We recommend using the parent class ID for new specifications and just have instances differentiated by field labels or with instance IDs.		gene symbol 3			
GENEPIO:0100521	AMR agent name	PCDS:amr_agent_name	Notes extracted from retired sheet: is about GENEPIO:0001187 antimicrobial resistance test drug			UPDATE	B2B2B	material entity		class	2021-04-24T00:42:14Z	GENEPIO:0100635	antimicrobial field		A data field which describes the name of the agent that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans.		PCDS: The name of the agent that kills or slows the growth of microorganisms, including bacteria, viruses, fungi and protozoans.	PCDS: The names of the drug have already been matched with measurement, breakpoint, and phenotype fields in the template. No need to add these unless the drug of interest is not present. Use the Term Request System to request the addition of other agents.	PCDS: Amoxicillin-clavulanic [ARO:3003997]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			antimicrobial agent name slot	antimicrobial agent name|antimicrobial_agent_name		
GENEPIO:0001266	biomaterial extracted	PCDS:biomaterial_extracted	Notes extracted from retired sheet: extracted = process biomaterial = thing / subject (subject is broad enough to allow application to a host (e.g. blood draw) or a virus (e.g. dna extraction) or a surface, etc. - can be narrowed down by defining subject) lamens logic: is about subject from which biomaterial has been extracted is about sample biomaterial extract	Rhiannon		UPDATE	CanCOGeNCovid19 | Influenza | PHA4GE	material entity		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the biomaterial extracted from samples for the purpose of sequencing.		PCDS: The biomaterial extracted from samples for the purpose of sequencing.	PCDS: Provide the biomaterial extracted from the picklist in the template.	PCDS: RNA (total)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			biomaterial extracted slot	biomaterial extracted		
GENEPIO:0001223	environmental material field	PCDS:environmental_material	2026-01-29: EH commented how "substance" is too vague and makes it confusing as to when something is a site vs a material. For us a site is anything that is basically immovable without destruction while moveable things are materials. Notes extracted from retired sheet: is about ENVO:00010483 environmental material	Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIWW | Measles | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity	https://github.com/GenEpiO/genepio/issues/117	class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the substance obtained from the natural or man-made environment.		PCDS: The material or material-bearing object collected from an environmental site.	PCDS: Environmental material answers what is collected and analyzed, and may be a material or a material‑bearing object. It represents the physical medium from which data are generated, distinct from the environmental site.	PCDS: Air; Bandage; Face mask	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			environmental_material	environmental_material|environmental material		
GENEPIO:0101197	environmental material constituent	PCDS:environmental_material_constituent				FALSE	GRDI	material entity		class	2026-04-13T17:18:02.461Z	BFO:0000040	material entity		A material entity with describes the constituents that comprise an environmental material.		PCDS: The material constituents that comprise an environmental material.	PCDS: If applicable, describe the material constituents for the environmental material. Multiple values can be provided, separated by a semi-colon.	PCDS: Lead; Plastic; Paper	https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249|https://orcid.org/0000-0002-9578-0788	metadata incomplete			environmental_material_constituent			
GENEPIO:0001232	environmental site field	PCDS:environmental_site	Notes extracted from retired sheet: is about ENVO:01000813|ENVO:01001813 astronomical body part|construction	Rhiannon, Charlie		UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIWW | Measles | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity	https://github.com/GenEpiO/genepio/issues/117	class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes an environmental location as a site in the natural or built environment.		PCDS: A physical location or spatial context in the natural or built environment.	PCDS: The environmental site answers where sampling occurs and describes the broader environmental setting (e.g. room, facility, or functional space), not the specific material collected.	PCDS: Hospital; Wet market; Bat cave	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			environmental_site	environmental_site|environmental site		
GENEPIO:0100447	food packaging	PCDS:food_packaging	Notes extracted from retired sheet: is about FOODON:03411564 food source			UPDATE	GRDI | HPAI | HPAIFood	material entity		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the type of packaging used to contain a food product.		PCDS: The type of packaging used to contain a food product.	PCDS: If known, provide information regarding how the food product was packaged.	PCDS: Plastic tray or pan [FOODON:03490126]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			animal source of food slot	animal_source_of_food|animal source of food		
GENEPIO:0100444	food product	PCDS:food_product	Notes extracted from retired sheet: is about ____ or EFO:0005228 ____ or plant population			UPDATE	B2B2B | GRDI | HPAI | HPAIFood	material entity		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes material consumed and digested for nutritional value or enjoyment.		PCDS: A material consumed and digested for nutritional value or enjoyment.	PCDS: This field includes animal feed. If applicable, select the standardized term and ontology ID for the anatomical material from the picklist provided. Multiple values can be provided, separated by a semi-colon.	PCDS: Chicken breast [FOODON:00002703]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			animal or plant population slot	animal_or_plant_population|animal or plant population		
GENEPIO:0101114	influenza antiviral agent	PCDS:influenza_antiviral_agent					HPAI | HPAIHost	material entity		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: A substance that destroys or inhibits replication of viruses.				metadata incomplete						
GENEPIO:0002107	isolation medium	PCDS:isolation_medium					AMBR	material entity		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: An isolation medium is a culture medium which has the disposition to encourage growth of particular bacteria to the exclusion of others in the same growth environment.	PCDS: Select the isolation medium from the pick list.	PCDS: Brain heart infusion (BHI)		metadata incomplete						
GENEPIO:0101205	proximal environmental site	PCDS:proximal_environmental_site		Charlie			WastewaterSARS-CoV-2 | WastewaterAMR | WastewaterPathogenAgnostic	material entity		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: An environmental location in the natural or built environment, that is proximal to a sampling location and which can impact a sample.	PCDS: Provide a descriptor of the environmental site close to the sampling site. Use the picklist provided in the template. If not applicable, choose a null value.	PCDS: Farm		metadata incomplete						
GENEPIO:0100449	sample storage medium	PCDS:sample_storage_medium		Charlie		UPDATE	GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the material or matrix in which a sample is stored.		PCDS: The medium in which a sample is stored.	PCDS: Provide a description of the medium in which the sample was stored.	PCDS: PBS + 20% glycerol	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample storage method slot	sample_storage_method|sample storage method		
GENEPIO:0100450	host ecotype	PCDS:host_ecotype				UPDATE	GRDI | HPAI | HPAIHost	material entity > ecotype		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A host field which describes the biotype resulting from selection in a particular habitat.		PCDS: The biotype resulting from selection in a particular habitat.	PCDS: Provide the name of the ecotype of the host organism.	PCDS: Sea ecotype	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample storage medium slot	sample_storage_medium|sample storage medium		
GENEPIO:0102052	assay target name	PCDS:assay_target_name_*		Charlie			Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > genomic region / gene		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: The name of the assay target used in the diagnostic RT-PCR test.	PCDS: The specific genomic region, sequence, or variant targeted by the assay in a diagnostic test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	PCDS: MeV-F	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0001-8008-8249	metadata incomplete			assay target name 1|assay target name 2|assay target name 3|GENEPIO:0102038|GENEPIO:0102039			
GENEPIO:0102038	assay target name 2	PCDS:assay_target_name_*	Oc/Or 2026-03 decided we would keep these classes as subclasses of the harmonized version of the field.	Charlie		UPDATE	Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > genomic region / gene		GENEPIO:0102052	2026-04-13T17:18:02.461Z	GENEPIO:0102052	assay target name				PCDS: The name of the assay target used in the diagnostic RT-PCR test.	PCDS: The specific genomic region, sequence, or variant targeted by the assay in a diagnostic test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	PCDS: MeV-F	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0001-8008-8249	metadata incomplete	(2026-04-07): We recommend using the parent class ID for new specifications and just have instances differentiated by field labels or with instance IDs.					
GENEPIO:0102039	assay target name 3	PCDS:assay_target_name_*	Oc/Or 2026-03 decided we would keep these classes as subclasses of the harmonized version of the field.	Charlie		UPDATE	Measles | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > genomic region / gene		GENEPIO:0102052	2026-04-13T17:18:02.461Z	GENEPIO:0102052	assay target name				PCDS: The name of the assay target used in the diagnostic RT-PCR test.	PCDS: The specific genomic region, sequence, or variant targeted by the assay in a diagnostic test. This may include parts of a gene, non-coding regions, or other genetic elements that serve as a marker for detecting the presence of a pathogen or other relevant entities.	PCDS: MeV-F	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0001-8008-8249	metadata incomplete	(2026-04-07): We recommend using the parent class ID for new specifications and just have instances differentiated by field labels or with instance IDs.					
GENEPIO:0001507	diagnostic gene name field	PCDS:gene_name_*	label?: diagnostic gene name	Rhiannon		UPDATE	CanCOGeNCovid19 | Influenza | Mpox | PHA4GE	material entity > genomic region / gene		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		PCDS: The name of the gene used in the diagnostic RT-PCR test.	PCDS: Select the name of the gene used for the diagnostic PCR from the standardized pick list.	PCDS: E gene (orf4)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			gene name 1|GENEPIO:0001510|gene name 2|GENEPIO:0001513|gene name 3|GENEPIO:0100576|gene name 4|GENEPIO:0100578|gene name 5			
GENEPIO:0001510	diagnostic gene name field 2		label?: diagnostic gene name	Rhiannon		UPDATE	CanCOGeNCovid19 | Influenza | Mpox | PHA4GE	material entity > genomic region / gene		GENEPIO:0001507	2021-04-24T00:42:14Z	GENEPIO:0001507	diagnostic gene name field		A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		PCDS: The name of the gene used in the diagnostic RT-PCR test.	PCDS: Select the name of the gene used for the diagnostic PCR from the standardized pick list.	PCDS: E gene (orf4)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	gene name alternative label remains to assist in association with specifications using the more generic "gene name" UI label even though the field is actually narrower in definition.		gene name 2			
GENEPIO:0001513	diagnostic gene name field 3		label?: diagnostic gene name	Rhiannon		UPDATE	CanCOGeNCovid19 | Influenza | Mpox	material entity > genomic region / gene		GENEPIO:0001507	2021-04-24T00:42:14Z	GENEPIO:0001507	diagnostic gene name field		A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		PCDS: The name of the gene used in the diagnostic RT-PCR test.	PCDS: Select the name of the gene used for the diagnostic PCR from the standardized pick list.	PCDS: E gene (orf4)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	gene name alternative label remains to assist in association with specifications using the more generic "gene name" UI label even though the field is actually narrower in definition.		gene name 3			
GENEPIO:0100576	diagnostic gene name field 4		label?: diagnostic gene name	Rhiannon		UPDATE	Mpox	material entity > genomic region / gene		GENEPIO:0001507	2021-04-24T00:42:14Z	GENEPIO:0001507	diagnostic gene name field		A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		PCDS: The name of the gene used in the diagnostic RT-PCR test.	PCDS: Select the name of the gene used for the diagnostic PCR from the standardized pick list.	PCDS: E gene (orf4)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	gene name alternative label remains to assist in association with specifications using the more generic "gene name" UI label even though the field is actually narrower in definition.		gene name 4			
GENEPIO:0100578	diagnostic gene name field 5		label?: diagnostic gene name	Rhiannon		UPDATE	Mpox	material entity > genomic region / gene		GENEPIO:0001507	2021-04-24T00:42:14Z	GENEPIO:0001507	diagnostic gene name field		A data field which describes the name and version number of the protocol used for diagnostic marker amplification.		PCDS: The name of the gene used in the diagnostic RT-PCR test.	PCDS: Select the name of the gene used for the diagnostic PCR from the standardized pick list.	PCDS: E gene (orf4)	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete	gene name alternative label remains to assist in association with specifications using the more generic "gene name" UI label even though the field is actually narrower in definition.		gene name 5			
GENEPIO:0101116	genetic target name	PCDS:genetic_target_name					HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	material entity > genomic region / gene		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: The name of the genetic marker used for testing.	PCDS: Provide the full name of the gene used in the test. Standardized gene names can be found in the Gene Ontology using this look-up service: https://bit.ly/2Sq1LbI	PCDS: gyrase A		metadata incomplete						
GENEPIO:0101117	genetic target region	PCDS:genetic_target_region					HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	material entity > genomic region / gene		class	2026-04-13T17:18:02.461Z	GENEPIO:0100586	data field				PCDS: The specific region or segment of a genetic sequence used for testing or analysis.				metadata incomplete						
GENEPIO:0001411	destination of most recent travel city	PCDS:destination_of_most_recent_travel_city	Notes extracted from retired sheet: is about NCIT:C25160|GENEPIO:0002173|NCIT:C25577 City|travel destination specification|Most Recent	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A geographical data field which describes the name of the city that was the destination of most recent travel.		PCDS: The name of the city that was the destination of most recent travel.	PCDS: Provide the name of the city that the host travelled to. Use this look-up service to identify the standardized term: https://www.ebi.ac.uk/ols/ontologies/gaz	PCDS: New York City	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			destination of most recent travel (city) slot|destination city of most recent travel field|destination city of most recent travel slot	destination of most recent travel (city)		
GENEPIO:0001413	destination of most recent travel country	PCDS:destination_of_most_recent_travel_country	Notes extracted from retired sheet: is about NCIT:C25464|GENEPIO:0002173|NCIT:C25577 Country|travel destination specification|Most Recent	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A geographical data field which describes the name of the country that was the destination of most recent travel.		PCDS: The name of the country that was the destination of most recent travel.	PCDS: Select the country name from the pick list provided in the template.	PCDS: Canada	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			destination of most recent travel (country) slot	destination of most recent travel (country)		
GENEPIO:0001412	destination of most recent travel state province territory	PCDS:destination_of_most_recent_travel_state_province_territory	Notes extracted from retired sheet: is about GENEPIO:0100634|GENEPIO:0002173|NCIT:C25577 State or Province or Territory|travel destination specification|Most Recent	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A geographical data field which describes the name of the province that was the destination of most recent travel.		PCDS: The name of the province that was the destination of most recent travel.	PCDS: Select the province name from the pick list provided in the template.	PCDS: California	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			destination of most recent travel (state/province/territory) slot|destination state or province or territory of most recent travel field|destination state or province or territory of most recent travel slot	destination of most recent travel (state/province/territory)		
GENEPIO:0100437	food product origin geo loc name country	PCDS:food_product_origin_geo_loc_name_country				UPDATE	B2B2B | GRDI | HPAI | HPAIFood	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the country of origin of a food product.		PCDS: The country of origin of a food product.	PCDS: If a food product was sampled and the food product was manufactured outside of Canada, provide the name of the country where the food product originated by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: United States of America [GAZ:00002459]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			food product origin geo loc name (country) slot|food product origin geographical location country name field|food product origin geographical location country name slot	food_product_origin geo_loc_name (country)|food product origin geo loc name (country)|food product origin geographical location country name		
GENEPIO:0001189	sampling location name city	PCDS:geo_loc_name_city	Oc/Or 2026-03: Discussed removing geo_loc from label and introducing a sampling site element.	Rhiannon, Charlie	Curation in Progress	UPDATE	AMBR | CanCOGeNCovid19 | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the city of origin of the sample.		PCDS: The city of origin of the sample.	PCDS: Provide the city name. Use this look-up service to identify the standardized term: https://www.ebi.ac.uk/ols/ontologies/gaz	PCDS: Vancouver	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection location name city	geo_loc name (city)|geographical location city name		
GENEPIO:0001181	sampling location name country	PCDS:geo_loc_name_country	Oc/Or 2026-03: Discussed removing geo_loc from label and introducing a sampling site element.	Rhiannon, Charlie	Curation in Progress	UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the country of origin of the sample.		PCDS: The country of origin of the sample.	PCDS: If known, select a value from the pick list.	PCDS: Canada	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection name country	geo_loc name (country)|geographical location country name		
GENEPIO:0100280	sampling location name county region	PCDS:geo_loc_name_county_region	Oc/Or 2026-03: Discussed removing geo_loc from label and introducing a sampling site element.	Charlie	Curation in Progress	UPDATE	HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | MpoxInternational | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the county or region of origin of the sample.		PCDS: The county/region of origin of the sample.	PCDS: Provide the county/region name from the GAZ geography ontology. Search for geography terms here: https://www.ebi.ac.uk/ols/ontologies/gaz	PCDS: Derbyshire	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection name county region	geo_loc name (county)|geo_loc name (county/region)|geographical location county or region name		
GENEPIO:0100436	sampling location name site	PCDS:geo_loc_name_site	Oc/Or 2026-03: Discussed removing geo_loc from label and introducing a sampling site element.	Charlie	Curation in Progress	UPDATE	AMBR | B2B2B | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | MpoxInternational | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the name of a specific geographical location (i.e. toponym).		PCDS: The name of a specific geographical location.	PCDS: Provide the name of the specific geographical site using a specific noun (a word that names a certain place, thing).	PCDS: Lake Louise	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection name site	geo_loc name (site)|geographical location site name		
GENEPIO:0001185	sampling location name state province region	PCDS:geo_loc_name_state_province_territory_region	Oc/Or 2026-03: Discussed removing geo_loc from label and introducing a sampling site element.	Rhiannon, Charlie	Curation in Progress	UPDATE	AMBR | B2B2B | CanCOGeNCovid19 | GRDI | HPAI | HPAIEnviro | HPAIFood | HPAIHost | HPAIWW | Influenza | Measles | Mpox | MpoxInternational | NMLPathogenAgnostic | PathogenAgnostic | PHA4GE | WastewaterAMR | WastewaterPathogenAgnostic | WastewaterSARS-CoV-2	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100629	geographical location field		A data field which describes the state, province, or territory of origin of the sample.		PCDS: The state/province/territory of origin of the sample.	PCDS: Provide the province/territory name from the controlled vocabulary provided.	PCDS: Saskatchewan	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			sample collection name state province region	geo_loc name (state/province/territory)|geo_loc name (state/province/territory/region)|geographical location state or province or territory name or region		
GENEPIO:0100438	host origin geo loc name country	PCDS:host_origin_geo_loc_name_country	Notes extracted from retired sheet: NCIT:C25464 Country			UPDATE	B2B2B | GRDI | HPAI | HPAIFood	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field		A host geographical location field which describes the country of origin of the host.		PCDS: The country of origin of the host.	PCDS: If a sample is from a human or animal host that originated from outside of Canada, provide the the name of the country where the host originated by selecting a value from the template pick list. If the information is unknown or cannot be provided, leave blank or provide a null value.	PCDS: South Africa [GAZ:00001094]	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host origin geo loc name (country) slot|host origin geographical location name field|host origin geographical location name slot	host_origin geo_loc_name (country)|host origin geo loc name (country)|host origin geographical location name		
GENEPIO:0001396	host residence geo loc name country	PCDS:host_residence_geo_loc_name_country	Notes extracted from retired sheet: NCIT:C25464 Country	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field		A host geographical location field which describes the country where the host resides.		PCDS: The country where the host resides.	PCDS: If known, select a value from the pick list.	PCDS: Canada	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host residence geo_loc name (country) slot|host residence geographical location country name field|host residence geographical location country name slot	host residence geo_loc name (country)		
GENEPIO:0001397	host residence geo loc name state province territory	PCDS:host_residence_geo_loc_name_state_province_territory	Notes extracted from retired sheet: state or province or territory	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100630	host geographical location field		A host geographical location field which describes the state or province or territory of residence of the host.		PCDS: The state/province/territory of residence of the host.	PCDS: Select the province/territory name from pick list provided in the template.	PCDS: Quebec	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			host residence geo_loc name (state/province/territory) slot|host residence geographical location state or province or territory name field|host residence geographical location state or province or territory name slot	host residence geo_loc name (state/province/territory)		
GENEPIO:0001410	location of exposure geo loc name country	PCDS:location_of_exposure_geo_loc_name_country	Notes extracted from retired sheet: is about NCIT:C25464|GENEPIO:0002173 Country|travel destination specification	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | Mpox | MpoxInternational | PHA4GE	material entity > geographical entity		class	2021-04-24T00:42:14Z	GENEPIO:0100630|GENEPIO:0100637	host geographical location field|exposure field		A geographical data field which describes the country where the host was likely exposed to the causative agent of the illness.		PCDS: The country where the host was likely exposed to the causative agent of the illness.	PCDS: Select the country name from pick list provided in the template.	PCDS: Canada	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			location of exposure geo_loc name (country) slot|location of exposure geographical location country name field|location of exposure geographical location country name slot	location of exposure geo_loc name (country)		
GENEPIO:0101108	influenza subtype	PCDS:influenza_subtype		Rhiannon		FALSE	HPAI | HPAIFood | HPAIWW | HPAIEnviro | HPAIHost	material entity > material anatomical entity > organism > influenza		class	2024-03-21T01:45:57.696Z	GENEPIO:0001121	data field category							https://orcid.org/0000-0002-1107-9135|https://orcid.org/0000-0001-8008-8249	uncurated				PCDS:Taxonomic identification information		
GENEPIO:0001255	lab host	PCDS:lab_host	Notes extracted from retired sheet: is about EUPATH:0000499 lab host	Rhiannon		UPDATE	CanCOGeNCovid19 | Measles | MpoxInternational | PHA4GE	material entity > processed material > cultured cell population > cell line		class	2021-04-24T00:42:14Z	GENEPIO:0100586	data field		A data field which describes the name and description of the laboratory host used to propagate the source organism or material from which the sample was obtained.		PCDS: Name and description of the laboratory host used to propagate the source organism or material from which the sample was obtained.	PCDS: Type of cell line used for propagation. Select a value form the pick list. If not passaged, put 'not applicable'.	PCDS: Vero/hSLAM	https://orcid.org/0000-0002-9578-0788|https://orcid.org/0000-0002-8844-9165|https://orcid.org/0000-0002-1107-9135	metadata incomplete			lab host slot	lab host		
